ID,Problem Name,Likes,Dislikes,"Like
Ratio",Topics,Difficulty,Accepted,Submissions,"Accept
Rate"
1809,Ad-Free Sessions,97,61,61.40%,Database,Easy,18652,31770,58.70%
2599,Make the Prefix Sum Non-negative,97,3,97.00%,"Array, Greedy, Heap (Priority Queue)",Medium,8145,15716,51.80%
3457,Eat Pizzas!,97,16,85.80%,"Array, Greedy, Sorting",Medium,22988,70575,32.60%
2098,Subsequence of Size K With the Largest Even Sum,96,8,92.30%,"Array, Greedy, Sorting",Medium,4414,12371,35.70%
2638,Count the Number of K-Free Subsets,96,19,83.50%,"Array, Math, Dynamic Programming, Sorting, Combinatorics",Medium,5103,10873,46.90%
2743,Count Substrings Without Repeating Character,96,2,98.00%,"Hash Table, String, Sliding Window",Medium,8667,11384,76.10%
2983,Palindrome Rearrangement Queries,96,27,78.00%,"Hash Table, String, Prefix Sum",Hard,3893,16521,23.60%
3608,Minimum Time for K Connected Components,96,6,94.10%,"Binary Search, Union Find, Graph, Sorting",Medium,14909,33625,44.30%
3664,Two-Letter Card Game,96,51,65.30%,,Medium,7253,71723,10.10%
1336,Number of Transactions per Visit,95,326,22.60%,Database,Hard,15044,31358,48.00%
1810,Minimum Path Cost in a Hidden Grid,95,32,74.80%,"Array, Depth-First Search, Breadth-First Search, Graph, Heap (Priority Queue), Matrix, Interactive, Shortest Path",Medium,5251,8936,58.80%
2883,Drop Missing Data,95,7,93.10%,,Easy,116577,180839,64.50%
3312,Sorted GCD Pair Queries,95,5,95.00%,"Array, Hash Table, Math, Binary Search, Combinatorics, Counting, Number Theory, Prefix Sum",Hard,5039,24782,20.30%
3669,Balanced K-Factor Decomposition,95,10,90.50%,,Medium,14746,47979,30.70%
1067,Digit Count in Range,94,25,79.00%,"Math, Dynamic Programming",Hard,4528,9812,46.10%
2084,Drop Type 1 Orders for Customers With Type 0 Orders,94,20,82.50%,Database,Medium,13718,15822,86.70%
2174,Remove All Ones With Row and Column Flips II,94,24,79.70%,"Array, Bit Manipulation, Breadth-First Search, Matrix",Medium,5486,8158,67.20%
3216,Lexicographically Smallest String After a Swap,94,28,77.00%,"String, Greedy",Easy,52161,96675,54.00%
3288,Length of the Longest Increasing Path,94,2,97.90%,"Array, Binary Search, Sorting",Hard,5058,29184,17.30%
3367,Maximize Sum of Weights after Edge Removals,94,4,95.90%,"Dynamic Programming, Tree, Depth-First Search",Hard,3859,13206,29.20%
3388,Count Beautiful Splits in an Array,94,25,79.00%,"Array, Dynamic Programming",Medium,6551,40197,16.30%
3532,Path Existence Queries in a Graph I,94,4,95.90%,"Array, Hash Table, Binary Search, Union Find, Graph",Medium,19629,35664,55.00%
3659,Partition Array Into K-Distinct Groups,94,69,57.70%,,Medium,37022,91186,40.60%
521,Longest Uncommon Subsequence I,93,301,23.60%,String,Easy,139250,226155,61.60%
1364,Number of Trusted Contacts of a Customer,93,402,18.80%,Database,Medium,23833,31756,75.10%
2388,Change Null Values in a Table to the Previous Value,93,31,75.00%,Database,Medium,6123,11833,51.70%
3022,Minimize OR of Remaining Elements Using Operations,93,16,85.30%,"Array, Greedy, Bit Manipulation",Hard,3856,13334,28.90%
3270,Find the Key of the Numbers,93,16,85.30%,Math,Easy,49033,64432,76.10%
3295,Report Spam Message,93,24,79.50%,"Array, Hash Table, String",Medium,54077,112692,48.00%
3349,Adjacent Increasing Subarrays Detection I,93,18,83.80%,Array,Easy,42256,98519,42.90%
3398,Smallest Substring With Identical Characters I,93,4,95.90%,"Array, Binary Search, Enumeration",Hard,6782,34684,19.60%
3411,Maximum Subarray With Equal Products,93,38,71.00%,"Array, Math, Sliding Window, Enumeration, Number Theory",Easy,25987,57025,45.60%
3471,Find the Largest Almost Missing Integer,93,36,72.10%,"Array, Hash Table",Easy,33239,90272,36.80%
3508,Implement Router,93,16,85.30%,"Array, Hash Table, Binary Search, Design, Queue, Ordered Set",Medium,15436,67088,23.00%
1543,Fix Product Name Format,92,45,67.20%,Database,Easy,23029,39117,58.90%
1772,Sort Features by Popularity,92,43,68.10%,"Array, Hash Table, String, Sorting",Medium,7137,10800,66.10%
1831,Maximum Transaction Each Day,92,3,96.80%,Database,Medium,26201,31810,82.40%
2263,Make Array Non-decreasing or Non-increasing,92,13,87.60%,"Dynamic Programming, Greedy",Hard,4586,7012,65.40%
3238,Find the Number of Winning Players,92,21,81.40%,"Array, Hash Table, Counting",Easy,45054,75101,60.00%
533,Lonely Pixel II,91,786,10.40%,"Array, Hash Table, Matrix",Medium,14076,28880,48.70%
1181,Before and After Puzzle,91,158,36.50%,"Array, Hash Table, String, Sorting",Medium,12861,24976,51.50%
1495,Friendly Movies Streamed Last Month,91,43,67.90%,Database,Easy,38556,78728,49.00%
1620,Coordinate With Maximum Network Quality,91,274,24.90%,"Array, Enumeration",Medium,10661,27593,38.60%
3432,Count Partitions with Even Sum Difference,91,2,97.80%,"Array, Math, Prefix Sum",Easy,49807,67560,73.70%
3433,Count Mentions Per User,91,74,55.20%,"Array, Math, Sorting, Simulation",Medium,15939,52574,30.30%
3507,Minimum Pair Removal to Sort Array I,91,23,79.80%,"Array, Hash Table, Linked List, Heap (Priority Queue), Simulation, Doubly-Linked List, Ordered Set",Easy,36694,65833,55.70%
1892,Page Recommendations II,90,23,79.60%,Database,Hard,9686,21457,45.10%
2117,Abbreviating the Product of a Range,90,161,35.90%,Math,Hard,4262,17487,24.40%
2884,Modify Columns,89,6,93.70%,,Easy,127891,138258,92.50%
3285,Find Indices of Stable Mountains,89,39,69.50%,Array,Easy,59670,69148,86.30%
2237,Count Positions on Street With Required Brightness,88,6,93.60%,"Array, Prefix Sum",Medium,4590,7356,62.40%
2308,Arrange Table by Gender,88,15,85.40%,Database,Medium,7868,11166,70.50%
3017,Count the Number of Houses at a Certain Distance II,88,26,77.20%,"Graph, Prefix Sum",Hard,3880,17334,22.40%
3379,Transformed Array,88,8,91.70%,"Array, Simulation",Easy,33991,59748,56.90%
3573,Best Time to Buy and Sell Stock V,88,15,85.40%,"Array, Dynamic Programming",Medium,15606,38560,40.50%
1715,Count Apples and Oranges,87,22,79.80%,Database,Medium,18283,24141,75.70%
2229,Check if an Array Is Consecutive,87,11,88.80%,"Array, Hash Table, Sorting",Easy,7410,11988,61.80%
3030,Find the Grid of Region Average,87,134,39.40%,"Array, Matrix",Medium,11375,26678,42.60%
3332,Maximum Points Tourist Can Earn,87,14,86.10%,"Array, Dynamic Programming, Matrix",Medium,14023,29952,46.80%
2887,Fill Missing Data,86,3,96.60%,,Easy,103545,143091,72.40%
2888,Reshape Data: Concatenate,86,7,92.50%,,Easy,108756,119882,90.70%
2955,Number of Same-End Substrings,86,18,82.70%,"Array, Hash Table, String, Counting, Prefix Sum",Medium,8788,14298,61.50%
3038,Maximum Number of Operations With the Same Score I,86,26,76.80%,"Array, Simulation",Easy,39321,75252,52.30%
3127,Make a Square with the Same Color,86,9,90.50%,"Array, Matrix, Enumeration",Easy,31951,61090,52.30%
3315,Construct the Minimum Bitwise Array II,86,7,92.50%,"Array, Bit Manipulation",Medium,16024,45480,35.20%
3444,Minimum Increments for Target Multiples in an Array,86,7,92.50%,"Array, Math, Dynamic Programming, Bit Manipulation, Number Theory, Bitmask",Hard,5944,22880,26.00%
1069,Product Sales Analysis II,85,182,31.80%,Database,Easy,60127,72956,82.40%
2254,Design Video Sharing Platform,85,14,85.90%,"Hash Table, Stack, Design, Ordered Set",Hard,4981,7835,63.60%
2387,Median of a Row Wise Sorted Matrix,85,9,90.40%,"Array, Binary Search, Matrix",Medium,5243,7479,70.10%
3096,Minimum Levels to Gain More Points,85,30,73.90%,"Array, Prefix Sum",Medium,25756,65221,39.50%
3287,Find the Maximum Sequence Value of Array,85,9,90.40%,"Array, Dynamic Programming, Bit Manipulation",Hard,5076,26125,19.40%
3336,Find the Number of Subsequences With Equal GCD,85,9,90.40%,"Array, Math, Dynamic Programming, Number Theory",Hard,6767,22951,29.50%
3427,Sum of Variable Length Subarrays,85,24,78.00%,"Array, Prefix Sum",Easy,48128,56449,85.30%
3473,Sum of K Subarrays With Length at Least M,85,14,85.90%,"Array, Dynamic Programming, Prefix Sum",Medium,7214,28641,25.20%
3614,Process String with Special Operations II,85,8,91.40%,"String, Simulation",Hard,10001,62497,16.00%
2886,Change Data Type,84,8,91.30%,,Easy,108276,123761,87.50%
3298,Count Substrings That Can Be Rearranged to Contain a String II,84,5,94.40%,"Hash Table, String, Sliding Window",Hard,16008,28843,55.50%
3644,Maximum K to Sort a Permutation,84,29,74.30%,,Medium,20462,62039,33.00%
2153,The Number of Passengers in Each Bus II,83,29,74.10%,Database,Hard,3676,9194,40.00%
3300,Minimum Element After Replacement With Digit Sum,83,4,95.40%,"Array, Math",Easy,62020,73818,84.00%
3321,Find X-Sum of All K-Long Subarrays II,83,4,95.40%,"Array, Hash Table, Sliding Window, Heap (Priority Queue)",Hard,4425,26961,16.40%
3334,Find the Maximum Factor Score of Array,83,13,86.50%,"Array, Math, Number Theory",Medium,22986,56603,40.60%
3576,Transform Array to All Equal Elements,83,7,92.20%,"Array, Greedy",Medium,28389,87446,32.50%
1256,Encode Number,82,257,24.20%,"Math, String, Bit Manipulation",Medium,8372,11944,70.10%
3049,Earliest Second to Mark Indices II,82,20,80.40%,"Array, Binary Search, Greedy, Heap (Priority Queue)",Hard,3253,15894,20.50%
3393,Count Paths With the Given XOR Value,82,7,92.10%,"Array, Dynamic Programming, Bit Manipulation, Matrix",Medium,19790,49511,40.00%
3504,Longest Palindrome After Substring Concatenation II,82,5,94.30%,"Two Pointers, String, Dynamic Programming",Hard,5503,33981,16.20%
1565,Unique Orders and Customers Per Month,81,47,63.30%,Database,Easy,24954,30437,82.00%
1788,Maximize the Beauty of the Garden,81,6,93.10%,"Array, Hash Table, Greedy, Prefix Sum",Hard,2649,4129,64.20%
3267,Count Almost Equal Pairs II,81,22,78.60%,"Array, Hash Table, Sorting, Counting, Enumeration",Hard,8724,32636,26.70%
3365,Rearrange K Substrings to Form Target String,81,6,93.10%,"Hash Table, String, Sorting",Medium,26563,47154,56.30%
3424,Minimum Cost to Make Arrays Identical,81,12,87.10%,"Array, Greedy, Sorting",Medium,24068,64826,37.10%
555,Split Concatenated Strings,80,263,23.30%,"Array, String, Greedy",Medium,7294,16800,43.40%
1271,Hexspeak,80,126,38.80%,"Math, String",Easy,12544,21474,58.40%
1988,Find Cutoff Score for Each School,80,161,33.20%,Database,Medium,13274,19831,66.90%
2445,Number of Nodes With Value One,80,10,88.90%,"Array, Tree, Depth-First Search, Breadth-First Search, Binary Tree",Medium,2653,4038,65.70%
2832,Maximal Range That Each Element Is Maximum in It,80,8,90.90%,"Array, Stack, Monotonic Stack",Medium,6109,8111,75.30%
3493,Properties Graph,80,11,87.90%,"Array, Hash Table, Depth-First Search, Breadth-First Search, Union Find, Graph",Medium,22746,47856,47.50%
3523,Make Array Non-decreasing,80,8,90.90%,"Array, Stack, Greedy, Monotonic Stack",Medium,29091,52219,55.70%
3524,Find X Value of Array I,80,26,75.50%,"Array, Math, Dynamic Programming",Medium,9701,27939,34.70%
3561,Resulting String After Adjacent Removals,80,3,96.40%,"String, Stack, Simulation",Medium,29671,53282,55.70%
3292,Minimum Number of Valid Strings to Form Target II,79,11,87.80%,"Array, String, Binary Search, Dynamic Programming, Segment Tree, Rolling Hash, String Matching, Hash Function",Hard,4670,25225,18.50%
3463,Check If Digits Are Equal in String After Operations II,79,46,63.20%,"Math, String, Combinatorics, Number Theory",Hard,9933,85766,11.60%
3531,Count Covered Buildings,79,8,90.80%,"Array, Hash Table, Sorting",Medium,20487,53887,38.00%
3545,Minimum Deletions for At Most K Distinct Characters,79,6,92.90%,"Hash Table, String, Greedy, Sorting, Counting",Easy,37509,51594,72.70%
3587,Minimum Adjacent Swaps to Alternate Parity,79,14,84.90%,"Array, Greedy",Medium,19438,46548,41.80%
3634,Minimum Removals to Balance Array,79,1,98.80%,"Array, Sliding Window, Sorting",Medium,27343,72372,37.80%
1279,Traffic Light Controlled Intersection,78,366,17.60%,Concurrency,Easy,18772,25836,72.70%
2408,Design SQL,78,101,43.60%,"Array, Hash Table, String, Design",Medium,15994,23655,67.60%
3239,Minimum Number of Flips to Make Binary Grid Palindromic I,78,10,88.60%,"Array, Two Pointers, Matrix",Medium,36998,49676,74.50%
3311,Construct 2D Grid Matching Graph Layout,78,12,86.70%,"Array, Hash Table, Graph, Matrix",Hard,4093,14389,28.40%
3503,Longest Palindrome After Substring Concatenation I,78,3,96.30%,"Two Pointers, String, Dynamic Programming, Enumeration",Medium,20980,48308,43.40%
3604,Minimum Time to Reach Destination in Directed Graph,78,4,95.10%,"Graph, Heap (Priority Queue), Shortest Path",Medium,14550,31854,45.70%
2885,Rename Columns,77,3,96.30%,,Easy,110462,129132,85.50%
3562,Maximum Profit from Trading Stocks with Discounts,77,7,91.70%,"Array, Dynamic Programming, Tree, Depth-First Search",Hard,3514,17042,20.60%
1692,Count Ways to Distribute Candies,76,9,89.40%,Dynamic Programming,Hard,3010,4738,63.50%
1867,Orders With Maximum Quantity Above Average,76,276,21.60%,Database,Medium,18792,26583,70.70%
1875,Group Employees of the Same Salary,76,6,92.70%,Database,Medium,14527,22075,65.80%
1966,Binary Searchable Numbers in an Unsorted Array,76,12,86.40%,"Array, Binary Search",Medium,3171,5069,62.60%
2159,Order Two Columns Independently,76,18,80.90%,Database,Medium,10069,16451,61.20%
3314,Construct the Minimum Bitwise Array I,76,13,85.40%,"Array, Bit Manipulation",Easy,29767,40095,74.20%
3378,Count Connected Components in LCM Graph,76,2,97.40%,"Array, Hash Table, Math, Union Find, Number Theory",Hard,4491,15309,29.30%
3598,Longest Common Prefix Between Adjacent Strings After Removals,76,4,95.00%,"Array, String",Medium,17952,56601,31.70%
1623,All Valid Triplets That Can Represent a Country,75,144,34.20%,Database,Easy,22436,27739,80.90%
3420,Count Non-Decreasing Subarrays After K Operations,75,4,94.90%,"Array, Stack, Segment Tree, Queue, Sliding Window, Monotonic Stack, Monotonic Queue",Hard,3484,15850,22.00%
3500,Minimum Cost to Divide Array Into Subarrays,75,10,88.20%,"Array, Dynamic Programming, Prefix Sum",Hard,3725,15163,24.60%
3670,Maximum Product of Two Integers With No Common Bits,75,12,86.20%,,Medium,6236,52339,11.90%
1989,Maximum Number of People That Can Be Caught in Tag,74,10,88.10%,"Array, Greedy",Medium,2584,5246,49.30%
2152,Minimum Number of Lines to Cover Points,74,14,84.10%,"Array, Hash Table, Math, Dynamic Programming, Backtracking, Bit Manipulation, Geometry, Bitmask",Medium,2564,5936,43.20%
2838,Maximum Coins Heroes Can Collect,74,6,92.50%,"Array, Two Pointers, Binary Search, Sorting, Prefix Sum",Medium,6821,9957,68.50%
3225,Maximum Score From Grid Operations,74,10,88.10%,"Array, Dynamic Programming, Matrix, Prefix Sum",Hard,2741,10913,25.10%
3327,Check if DFS Strings Are Palindromes,74,13,85.10%,"Array, Hash Table, String, Tree, Depth-First Search, Hash Function",Hard,5789,31461,18.40%
3448,Count Substrings Divisible By Last Digit,74,7,91.40%,"String, Dynamic Programming",Hard,5395,25270,21.30%
3517,Smallest Palindromic Rearrangement I,74,2,97.40%,"String, Sorting, Counting Sort",Medium,32217,51065,63.10%
2066,Account Balance,73,2,97.30%,Database,Medium,12025,14668,82.00%
3347,Maximum Frequency of an Element After Performing Operations II,73,6,92.40%,"Array, Binary Search, Sliding Window, Sorting, Prefix Sum",Hard,9262,24885,37.20%
2219,Maximum Sum Score of Array,72,18,80.00%,"Array, Prefix Sum",Medium,5449,8718,62.50%
2238,Number of Times a Driver Was a Passenger,72,5,93.50%,Database,Medium,10492,14542,72.10%
3317,Find the Number of Possible Ways for an Event,72,15,82.80%,"Math, Dynamic Programming, Combinatorics",Hard,4884,14444,33.80%
3370,Smallest Number With All Set Bits,72,2,97.30%,"Math, Bit Manipulation",Easy,41858,55029,76.10%
3389,Minimum Operations to Make Character Frequencies Equal,72,2,97.30%,"Hash Table, String, Dynamic Programming, Counting, Enumeration",Hard,4043,15999,25.30%
3467,Transform Array by Parity,72,4,94.70%,"Array, Sorting, Counting",Easy,68407,76334,89.60%
2072,The Winner University,71,3,95.90%,Database,Easy,13884,18441,75.30%
3546,Equal Sum Grid Partition I,71,4,94.70%,"Array, Matrix, Enumeration, Prefix Sum",Medium,23970,56922,42.10%
3589,Count Prime-Gap Balanced Subarrays,71,4,94.70%,"Array, Math, Queue, Sliding Window, Number Theory, Monotonic Queue",Medium,5412,27715,19.50%
3649,Number of Perfect Pairs,71,8,89.90%,,Medium,17080,55696,30.70%
1826,Faulty Sensor,70,85,45.20%,"Array, Two Pointers",Easy,6690,13320,50.20%
2056,Number of Valid Move Combinations On Chessboard,70,296,19.10%,"Array, String, Backtracking, Simulation",Hard,5227,10850,48.20%
2650,Design Cancellable Function,70,19,78.70%,,Hard,3699,6796,54.40%
3303,Find the Occurrence of First Almost Equal Substring,70,8,89.70%,"String, String Matching",Hard,4828,33722,14.30%
3386,Button with Longest Push Time,70,64,52.20%,Array,Easy,33666,82679,40.70%
3566,Partition Array into Two Equal Product Subsets,70,16,81.40%,"Array, Bit Manipulation, Recursion, Enumeration",Medium,31379,90020,34.90%
3627,Maximum Median Sum of Subsequences of Size 3,70,2,97.20%,"Array, Math, Greedy, Sorting, Game Theory",Medium,40875,67869,60.20%
3645,Maximum Total from Optimal Activation Order,70,40,63.60%,"Array, Two Pointers, Greedy, Sorting, Heap (Priority Queue)",Medium,10840,29000,37.40%
2112,The Airport With the Most Traffic,69,8,89.60%,Database,Medium,11112,15547,71.50%
3380,Maximum Area Rectangle With Point Constraints I,69,20,77.50%,"Array, Math, Binary Indexed Tree, Segment Tree, Geometry, Sorting, Enumeration",Medium,14257,28310,50.40%
3430,Maximum and Minimum Sums of at Most Size K Subarrays,69,7,90.80%,"Array, Math, Stack, Monotonic Stack",Hard,3457,15167,22.80%
1666,Change the Root of a Binary Tree,68,198,25.60%,"Tree, Depth-First Search, Binary Tree",Medium,5689,7600,74.90%
1853,Convert Date Format,68,42,61.80%,Database,Easy,15269,17952,85.10%
1917,Leetcodify Friends Recommendations,68,61,52.70%,Database,Hard,8343,29621,28.20%
2307,Check for Contradictions in Equations,68,27,71.60%,"Array, Depth-First Search, Union Find, Graph",Hard,5028,11552,43.50%
2323,Find Minimum Time to Finish All Jobs II,68,19,78.20%,"Array, Greedy, Sorting",Medium,12234,18608,65.70%
3543,Maximum Weighted K-Edge Path,68,9,88.30%,"Hash Table, Dynamic Programming, Graph",Medium,7772,41414,18.80%
3652,Best Time to Buy and Sell Stock using Strategy,68,10,87.20%,"Array, Sliding Window, Prefix Sum",Medium,24295,63423,38.30%
3665,Twisted Mirror Path Count,68,3,95.80%,,Medium,12154,25679,47.30%
2189,Number of Ways to Build House of Cards,67,18,78.80%,"Math, Dynamic Programming",Medium,3454,5533,62.40%
3345,Smallest Divisible Digit Product I,67,11,85.90%,"Math, Enumeration",Easy,35305,55197,64.00%
3417,Zigzag Grid Traversal With Skip,67,10,87.00%,"Array, Matrix, Simulation",Easy,35105,54805,64.10%
3518,Smallest Palindromic Rearrangement II,67,5,93.10%,"Hash Table, Math, String, Combinatorics, Counting",Hard,4947,39157,12.60%
3557,Find Maximum Number of Non Intersecting Substrings,67,3,95.70%,"Hash Table, String, Dynamic Programming, Greedy",Medium,14476,49271,29.40%
3623,Count Number of Trapezoids I,67,10,87.00%,"Array, Hash Table, Math, Geometry",Medium,24865,83097,29.90%
734,Sentence Similarity,66,71,48.20%,"Array, Hash Table, String",Easy,73344,164220,44.70%
1821,Find Customers With Positive Revenue this Year,66,25,72.50%,Database,Easy,34307,39161,87.60%
1939,Users That Actively Request Confirmation Messages,66,48,57.90%,Database,Easy,13657,24059,56.80%
2113,Elements in Array After Removing and Replacing Elements,66,8,89.20%,Array,Medium,2316,3304,70.10%
2282,Number of People That Can Be Seen in a Grid,66,33,66.70%,"Array, Stack, Matrix, Monotonic Stack",Medium,2451,5158,47.50%
3130,Find All Possible Stable Binary Arrays II,66,13,83.50%,"Dynamic Programming, Prefix Sum",Hard,3957,14992,26.40%
3461,Check If Digits Are Equal in String After Operations I,66,1,98.50%,"Math, String, Simulation, Combinatorics, Number Theory",Easy,53420,68762,77.70%
2228,Users With Two Purchases Within Seven Days,65,10,86.70%,Database,Medium,11159,24034,46.40%
2292,Products With Three or More Orders in Two Consecutive Years,65,29,69.10%,Database,Medium,9774,24233,40.30%
3360,Stone Removal Game,65,5,92.90%,"Math, Simulation",Easy,29687,70989,41.80%
3438,Find Valid Pair of Adjacent Digits in String,65,8,89.00%,"Hash Table, String, Counting",Easy,42739,71280,60.00%
3452,Sum of Good Numbers,65,25,72.20%,Array,Easy,46569,67132,69.40%
1645,Hopper Company Queries II,64,18,78.00%,Database,Hard,8022,20202,39.70%
3361,Shift Distance Between Two Strings,64,43,59.80%,"Array, String, Prefix Sum",Medium,16273,30752,52.90%
3603,Minimum Cost Path with Alternating Directions II,64,7,90.10%,"Array, Dynamic Programming, Matrix",Medium,17597,39950,44.00%
2802,Find The K-th Lucky Number,63,14,81.80%,"Math, String, Bit Manipulation",Medium,6129,8063,76.00%
2051,The Category of Each Member in the Store,62,8,88.60%,Database,Medium,10107,14278,70.80%
2247,Maximum Cost of Trip With K Highways,62,0,100.00%,"Dynamic Programming, Bit Manipulation, Graph, Bitmask",Hard,2214,4377,50.60%
2459,Sort Array by Moving Items to Empty Space,62,1,98.40%,"Array, Greedy, Sorting",Hard,2699,5981,45.10%
3421,Find Students Who Improved,62,6,91.20%,Database,Medium,14157,29862,47.40%
3499,Maximize Active Section with Trade I,62,23,72.90%,"String, Enumeration",Medium,13001,42703,30.40%
3538,Merge Operations for Minimum Travel Time,62,8,88.60%,"Array, Dynamic Programming, Prefix Sum",Hard,3904,13741,28.40%
3572,Maximize Y‑Sum by Picking a Triplet of Distinct X‑Values,62,2,96.90%,"Array, Hash Table, Greedy, Sorting, Heap (Priority Queue)",Medium,28605,45670,62.60%
3577,Count the Number of Computer Unlocking Permutations,62,14,81.60%,"Array, Math, Brainteaser, Combinatorics",Medium,15489,39695,39.00%
3638,Maximum Balanced Shipments,62,5,92.50%,"Array, Dynamic Programming, Stack, Greedy, Monotonic Stack",Medium,31498,56832,55.40%
1919,Leetcodify Similar Friends,61,6,91.00%,Database,Hard,7231,16885,42.80%
1933,Check if String Is Decomposable Into Value-Equal Substrings,61,15,80.30%,String,Easy,4527,8911,50.80%
3145,Find Products of Elements of Big Array,61,17,78.20%,"Array, Binary Search, Bit Manipulation",Hard,2618,11695,22.40%
3402,Minimum Operations to Make Columns Strictly Increasing,61,5,92.40%,"Array, Greedy, Matrix",Easy,34192,47376,72.20%
3585,Find Weighted Median Node in Tree,61,5,92.40%,"Array, Binary Search, Dynamic Programming, Tree, Depth-First Search",Hard,3574,15151,23.60%
3658,GCD of Odd and Even Sums,61,3,95.30%,,Easy,53306,66131,80.60%
1421,NPV Queries,60,296,16.90%,Database,Easy,30381,36625,83.00%
3086,Minimum Moves to Pick K Ones,60,52,53.60%,"Array, Greedy, Sliding Window, Prefix Sum",Hard,3839,18495,20.80%
3189,Minimum Moves to Get a Peaceful Board,60,13,82.20%,"Array, Greedy, Sorting, Counting Sort",Medium,4625,6092,75.90%
3220,Odd and Even Transactions,60,24,71.40%,Database,Medium,23915,34924,68.50%
3245,Alternating Groups III,60,10,85.70%,"Array, Binary Indexed Tree",Hard,2185,13845,15.80%
3352,Count K-Reducible Numbers Less Than N,60,3,95.20%,"Math, String, Dynamic Programming, Combinatorics",Hard,4019,15527,25.90%
3498,Reverse Degree of a String,60,5,92.30%,"String, Simulation",Easy,49641,56564,87.80%
3635,Earliest Finish Time for Land and Water Rides II,60,2,96.80%,"Array, Two Pointers, Binary Search, Greedy, Sorting",Medium,11476,34495,33.30%
3485,Longest Common Prefix of K Strings After Removal,59,5,92.20%,"Array, String, Trie",Hard,5238,24785,21.10%
3597,Partition String ,59,3,95.20%,"Hash Table, String, Trie, Simulation",Medium,35131,61028,57.60%
2041,Accepted Candidates From the Interviews,58,28,67.40%,Database,Medium,14764,18770,78.70%
2378,Choose Edges to Maximize Score in a Tree,58,13,81.70%,"Dynamic Programming, Tree, Depth-First Search",Medium,1968,3500,56.20%
2533,Number of Good Binary Strings,58,23,71.60%,Dynamic Programming,Medium,7319,13975,52.40%
2728,Count Houses in a Circular Street,58,12,82.90%,"Array, Interactive",Easy,2963,3471,85.40%
2852,Sum of Remoteness of All Cells,58,15,79.50%,"Array, Hash Table, Depth-First Search, Breadth-First Search, Union Find, Matrix",Medium,6290,8869,70.90%
3502,Minimum Cost to Reach Every Position,58,66,46.80%,Array,Easy,36269,43942,82.50%
3529,Count Cells in Overlapping Horizontal and Vertical Substrings,58,13,81.70%,"Array, String, Rolling Hash, String Matching, Matrix, Hash Function",Medium,6046,25080,24.10%
3582,Generate Tag for Video Caption,58,27,68.20%,"String, Simulation",Easy,38991,122622,31.80%
3600,Maximize Spanning Tree Stability with Upgrades,58,3,95.10%,"Binary Search, Greedy, Union Find, Graph, Minimum Spanning Tree",Hard,5902,15371,38.40%
2324,Product Sales Analysis IV,57,1,98.30%,Database,Medium,10404,13749,75.70%
2664,The Knight’s Tour,57,16,78.10%,"Array, Backtracking, Matrix",Medium,6456,8894,72.60%
3456,Find Special Substring of Length K,57,8,87.70%,String,Easy,39138,111618,35.10%
2314,The First Day of the Maximum Recorded Degree in Each City,56,2,96.60%,Database,Medium,7703,10499,73.40%
2737,Find the Closest Marked Node,56,6,90.30%,"Array, Graph, Heap (Priority Queue), Shortest Path",Medium,7036,10795,65.20%
3257,Maximum Value Sum by Placing Three Rooks II,56,9,86.20%,"Array, Dynamic Programming, Matrix, Enumeration",Hard,5154,19425,26.50%
3410,Maximize Subarray Sum After Removing All Occurrences of One Element,56,5,91.80%,"Array, Dynamic Programming, Segment Tree",Hard,3259,15814,20.60%
3492,Maximum Containers on a Ship,56,10,84.80%,Math,Easy,45025,60204,74.80%
3677,Count Binary Palindromic Numbers,56,3,94.90%,,Hard,5450,25996,21.00%
2015,Average Height of Buildings in Each Segment,55,29,65.50%,"Array, Greedy, Sorting, Heap (Priority Queue)",Medium,2573,4450,57.80%
2026,Low-Quality Problems,55,12,82.10%,Database,Easy,14769,17559,84.10%
2505,Bitwise OR of All Subsequence Sums,55,17,76.40%,"Array, Math, Bit Manipulation, Brainteaser, Prefix Sum",Medium,4311,6687,64.50%
3357,Minimize the Maximum Adjacent Element Difference,55,13,80.90%,"Array, Binary Search, Greedy",Hard,2684,16272,16.50%
3414,Maximum Score of Non-overlapping Intervals,55,7,88.70%,"Array, Binary Search, Dynamic Programming, Sorting",Hard,3665,12032,30.50%
3606,Coupon Code Validator,55,24,69.60%,"Array, Hash Table, String, Sorting",Easy,34213,63690,53.70%
3637,Trionic Array I,55,4,93.20%,Array,Easy,41694,104581,39.90%
2123,Minimum Operations to Remove Adjacent Ones in Matrix,54,13,80.60%,"Array, Graph, Matrix",Hard,1200,2867,41.90%
2431,Maximize Total Tastiness of Purchased Fruits,54,1,98.20%,"Array, Dynamic Programming",Medium,3685,5698,64.70%
2489,Number of Substrings With Fixed Ratio,54,2,96.40%,"Hash Table, Math, String, Prefix Sum",Medium,1507,2652,56.80%
2494,Merge Overlapping Events in the Same Hall,54,8,87.10%,Database,Hard,2794,7747,36.10%
3633,Earliest Finish Time for Land and Water Rides I,54,10,84.40%,"Array, Two Pointers, Binary Search, Greedy, Sorting",Easy,29418,48239,61.00%
2298,Tasks Count in the Weekend,53,10,84.10%,Database,Medium,8464,10356,81.70%
2495,Number of Subarrays Having Even Product,53,5,91.40%,"Array, Math, Dynamic Programming",Medium,2499,4028,62.00%
